,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
6295,0.11093282699584961,0.0004570815597201759,0.10435824394226074,0.0007910920078148039,gini,50,20,10,20,10,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 20, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 10}",-0.2608695652173913,-0.21739130434782608,-0.2608695652173913,-0.2857142857142857,-0.23809523809523808,-0.2525879917184265,0.02316621239039232,6265,-0.1590909090909091,-0.17045454545454544,-0.14772727272727273,-0.13333333333333333,-0.17777777777777778,-0.1576767676767677,0.01588028496810744
6296,0.1972933292388916,0.015046800873139032,0.10374674797058106,0.0007580145278378856,gini,50,20,10,20,100,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 20, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 100}",-0.2608695652173913,-0.2608695652173913,-0.2608695652173913,-0.23809523809523808,-0.23809523809523808,-0.25175983436853,0.011157096136900605,5059,-0.13636363636363635,-0.17045454545454544,-0.13636363636363635,-0.14444444444444443,-0.13333333333333333,-0.14419191919191915,0.013640104238172125
6297,0.3975785255432129,0.010548128218189796,0.10414361953735352,0.0006751467088584181,gini,50,20,10,20,250,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 20, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 250}",-0.2608695652173913,-0.2608695652173913,-0.2608695652173913,-0.23809523809523808,-0.23809523809523808,-0.25175983436853,0.011157096136900605,5059,-0.14772727272727273,-0.20454545454545456,-0.18181818181818182,-0.13333333333333333,-0.14444444444444443,-0.16237373737373736,0.026592719632932773
6298,0.726663875579834,0.023101650605255857,0.11005177497863769,0.007140452730620852,gini,50,20,10,20,500,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 20, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 500}",-0.2608695652173913,-0.2608695652173913,-0.2608695652173913,-0.2857142857142857,-0.23809523809523808,-0.2612836438923395,0.015067002400546791,6686,-0.14772727272727273,-0.20454545454545456,-0.17045454545454544,-0.15555555555555556,-0.12222222222222222,-0.1601010101010101,0.02717012124035313
6299,1.4681317806243896,0.06921997977123846,0.21018991470336915,0.00563729101570499,gini,50,20,10,20,1000,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 20, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 1000}",-0.2608695652173913,-0.2608695652173913,-0.2608695652173913,-0.2857142857142857,-0.23809523809523808,-0.2612836438923395,0.015067002400546791,6686,-0.13636363636363635,-0.19318181818181818,-0.17045454545454544,-0.15555555555555556,-0.1111111111111111,-0.15333333333333332,0.02813063307304144
6300,0.11573357582092285,0.0025597906444477085,0.10653953552246094,0.002868614446200724,gini,50,50,1,2,10,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}",-0.2608695652173913,-0.21739130434782608,-0.21739130434782608,-0.19047619047619047,-0.2857142857142857,-0.23436853002070396,0.03418093429977464,3218,-0.0,-0.03409090909090909,-0.011363636363636364,-0.011111111111111112,-0.022222222222222223,-0.01575757575757576,0.011550760112548217
6301,0.20088505744934082,0.01712483554425898,0.10833802223205566,0.008304365945444718,gini,50,50,1,2,100,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.30434782608695654,-0.21739130434782608,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.23354037267080746,0.03849818401381189,2900,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6302,0.47040591239929197,0.05620202208637912,0.10553965568542481,0.0018540750856703137,gini,50,50,1,2,250,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",-0.2608695652173913,-0.17391304347826086,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.21614906832298136,0.03138814684595814,1219,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6303,0.866095495223999,0.07921466185769283,0.11078147888183594,0.01084345313577477,gini,50,50,1,2,500,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-0.2608695652173913,-0.13043478260869565,-0.21739130434782608,-0.2857142857142857,-0.19047619047619047,-0.21697722567287783,0.05448557914345647,1417,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6304,1.9170418739318849,0.09271814927675152,0.21328482627868653,0.010928445269406907,gini,50,50,1,2,1000,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000}",-0.2608695652173913,-0.13043478260869565,-0.21739130434782608,-0.2857142857142857,-0.19047619047619047,-0.21697722567287783,0.05448557914345647,1417,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6305,0.12752680778503417,0.01764906755060957,0.11673312187194824,0.01178142607036248,gini,50,50,1,5,10,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10}",-0.2608695652173913,-0.2608695652173913,-0.30434782608695654,-0.2857142857142857,-0.2857142857142857,-0.2795031055900621,0.01666634517391148,7123,-0.0,-0.03409090909090909,-0.011363636363636364,-0.011111111111111112,-0.022222222222222223,-0.01575757575757576,0.011550760112548217
6306,0.242667818069458,0.04667962983760453,0.11103744506835937,0.0046505583388609046,gini,50,50,1,5,100,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.34782608695652173,-0.17391304347826086,-0.17391304347826086,-0.23809523809523808,-0.19047619047619047,-0.2248447204968944,0.06583199832383337,1837,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6307,0.5490406036376954,0.05833114497888994,0.10504083633422852,0.002613922058630633,gini,50,50,1,5,250,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 250}",-0.2608695652173913,-0.17391304347826086,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.21614906832298136,0.03138814684595814,1219,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6308,0.8485235214233399,0.060385584548266015,0.10903873443603515,0.0067530001621498815,gini,50,50,1,5,500,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",-0.2608695652173913,-0.13043478260869565,-0.21739130434782608,-0.2857142857142857,-0.19047619047619047,-0.21697722567287783,0.05448557914345647,1417,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6309,1.9358967304229737,0.09572042071415031,0.2074807643890381,0.0015298021930812587,gini,50,50,1,5,1000,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1000}",-0.2608695652173913,-0.13043478260869565,-0.21739130434782608,-0.2857142857142857,-0.19047619047619047,-0.21697722567287783,0.05448557914345647,1417,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6310,0.11953148841857911,0.010397756449083213,0.11773262023925782,0.008653055099597356,gini,50,50,1,10,10,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10}",-0.21739130434782608,-0.21739130434782608,-0.21739130434782608,-0.2857142857142857,-0.3333333333333333,-0.2542443064182195,0.04758122541523221,6620,-0.0,-0.03409090909090909,-0.022727272727272728,-0.011111111111111112,-0.03333333333333333,-0.02025252525252525,0.013133643926787153
6311,0.22062411308288574,0.05052018353627799,0.11203484535217285,0.009178710800275033,gini,50,50,1,10,100,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.30434782608695654,-0.21739130434782608,-0.17391304347826086,-0.23809523809523808,-0.19047619047619047,-0.2248447204968944,0.04544690310041864,1837,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6312,0.5209946632385254,0.024798136367588895,0.10773835182189942,0.0018317580275450276,gini,50,50,1,10,250,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 250}",-0.2608695652173913,-0.21739130434782608,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.2248447204968944,0.02351879390668808,1837,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6313,0.8406511783599854,0.060785401617843404,0.10859627723693847,0.003967191648642172,gini,50,50,1,10,500,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",-0.2608695652173913,-0.17391304347826086,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.21614906832298136,0.03138814684595814,1219,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6314,1.8585033416748047,0.12452405224626426,0.20600371360778807,0.000771920133534562,gini,50,50,1,10,1000,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1000}",-0.2608695652173913,-0.17391304347826086,-0.2608695652173913,-0.2857142857142857,-0.19047619047619047,-0.23436853002070396,0.04386889486757442,3218,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6315,0.11942868232727051,0.008766125465880285,0.1137350082397461,0.009102965635781763,gini,50,50,1,20,10,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 10}",-0.13043478260869565,-0.2608695652173913,-0.17391304347826086,-0.23809523809523808,-0.2857142857142857,-0.21780538302277427,0.05733756248590512,1669,-0.03409090909090909,-0.056818181818181816,-0.06818181818181818,-0.05555555555555555,-0.044444444444444446,-0.05181818181818182,0.0116220889576538
6316,0.2552477836608887,0.05559508131027714,0.10553946495056152,0.0010194681602496262,gini,50,50,1,20,100,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 100}",-0.34782608695652173,-0.13043478260869565,-0.21739130434782608,-0.23809523809523808,-0.19047619047619047,-0.2248447204968944,0.07134420558535912,1837,-0.0,-0.011363636363636364,-0.0,-0.011111111111111112,-0.011111111111111112,-0.006717171717171717,0.0054853228211658445
6317,0.49778103828430176,0.03820194352953626,0.10447330474853515,0.001001703230076964,gini,50,50,1,20,250,"{'criterion': 'gini', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 250}",-0.30434782608695654,-0.17391304347826086,-0.2608695652173913,-0.23809523809523808,-0.19047619047619047,-0.23354037267080746,0.04731018748280445,2900,-0.0,-0.0,-0.0,-0.011111111111111112,-0.011111111111111112,-0.0044444444444444444,0.005443310539518174
